plant,P_CO2_EUR_per_tCO2,CO2eq_per_tchar_tCO2pt,P_chip_DM_base_EURptDM,P_chip_asrec_base_EURpt,P_chip_DM_withC_EURptDM,P_chip_asrec_withC_EURpt,CharOutput_yr_t,CO2_balance_yr_tCO2,CO2_rev_yr_EUR
j1,80.00,2.87,31.48,23.61,88.88,66.66,598.00,1716.26,137301
