plant,P_chip_payable_EUR_per_tDM,P_chip_payable_EUR_per_t_asrec,BE_radius_tractor_km,BE_radius_truck_km,PayableBudget_yr_EUR,CharOutput_yr_t,Qin_asrec_yr_t
j1,31.48,23.61,42.19,70.97,75300,598.00,3189.33
